Date,Open,High,Low,Close,Adj Close,OpenY,HighY,LowY,OpenYY,HighYY,LowYY
11/20/2017,"1,292.68","1,294.80","1,274.92","1,276.70","1,276.70","1,278.44","1,297.04","1,277.94","1,278.47","1,281.60","1,274.98"
11/17/2017,"1,278.44","1,297.04","1,277.94","1,294.37","1,294.37","1,278.47","1,281.60","1,274.98","1,281.00","1,289.47","1,277.04"
11/16/2017,"1,278.47","1,281.60","1,274.98","1,278.47","1,278.47","1,281.00","1,289.47","1,277.04","1,278.17","1,283.68","1,270.64"
11/15/2017,"1,281.00","1,289.47","1,277.04","1,278.80","1,278.80","1,278.17","1,283.68","1,270.64","1,275.16","1,280.22","1,274.29"
11/14/2017,"1,278.17","1,283.68","1,270.64","1,280.71","1,280.71","1,275.16","1,280.22","1,274.29","1,285.21","1,287.16","1,273.33"
11/13/2017,"1,275.16","1,280.22","1,274.29","1,277.99","1,277.99","1,285.21","1,287.16","1,273.33","1,281.62","1,288.72","1,280.09"
11/10/2017,"1,285.21","1,287.16","1,273.33","1,276.14","1,276.14","1,281.62","1,288.72","1,280.09","1,275.85","1,287.52","1,275.23"
11/9/2017,"1,281.62","1,288.72","1,280.09","1,285.30","1,285.30","1,275.85","1,287.52","1,275.23","1,281.82","1,281.97","1,271.68"
11/8/2017,"1,275.85","1,287.52","1,275.23","1,281.30","1,281.30","1,281.82","1,281.97","1,271.68","1,269.49","1,283.01","1,266.05"
11/7/2017,"1,281.82","1,281.97","1,271.68","1,275.53","1,275.53","1,269.49","1,283.01","1,266.05","1,276.80","1,279.74","1,265.55"
11/6/2017,"1,269.49","1,283.01","1,266.05","1,281.55","1,281.55","1,276.80","1,279.74","1,265.55","1,274.91","1,284.49","1,273.64"
11/3/2017,"1,276.80","1,279.74","1,265.55","1,269.85","1,269.85","1,274.91","1,284.49","1,273.64","1,270.88","1,281.25","1,267.98"
11/2/2017,"1,274.91","1,284.49","1,273.64","1,275.99","1,275.99","1,270.88","1,281.25","1,267.98","1,276.29","1,278.36","1,268.01"
11/1/2017,"1,270.88","1,281.25","1,267.98","1,274.39","1,274.39","1,276.29","1,278.36","1,268.01","1,273.59","1,279.29","1,268.80"
10/31/2017,"1,276.29","1,278.36","1,268.01","1,271.58","1,271.58","1,273.59","1,279.29","1,268.80","1,268.07","1,274.80","1,264.10"
10/30/2017,"1,273.59","1,279.29","1,268.80","1,276.24","1,276.24","1,268.07","1,274.80","1,264.10","1,277.56","1,282.80","1,265.69"
10/27/2017,"1,268.07","1,274.80","1,264.10","1,273.35","1,273.35","1,277.56","1,282.80","1,265.69","1,276.85","1,280.39","1,271.03"
10/26/2017,"1,277.56","1,282.80","1,265.69","1,267.11","1,267.11","1,276.85","1,280.39","1,271.03","1,282.01","1,284.06","1,273.43"
10/25/2017,"1,276.85","1,280.39","1,271.03","1,277.41","1,277.41","1,282.01","1,284.06","1,273.43","1,277.45","1,283.66","1,272.24"
10/24/2017,"1,282.01","1,284.06","1,273.43","1,276.72","1,276.72","1,277.45","1,283.66","1,272.24","1,289.57","1,291.47","1,277.88"
10/23/2017,"1,277.45","1,283.66","1,272.24","1,282.07","1,282.07","1,289.57","1,291.47","1,277.88","1,281.25","1,290.69","1,276.61"
10/20/2017,"1,289.57","1,291.47","1,277.88","1,280.72","1,280.72","1,281.25","1,290.69","1,276.61","1,285.18","1,289.08","1,277.13"
10/19/2017,"1,281.25","1,290.69","1,276.61","1,289.79","1,289.79","1,285.18","1,289.08","1,277.13","1,295.32","1,296.66","1,281.69"
10/18/2017,"1,285.18","1,289.08","1,277.13","1,281.17","1,281.17","1,295.32","1,296.66","1,281.69","1,303.88","1,306.80","1,291.01"
10/17/2017,"1,295.32","1,296.66","1,281.69","1,285.19","1,285.19","1,303.88","1,306.80","1,291.01","1,293.73","1,304.88","1,291.04"
10/16/2017,"1,303.88","1,306.80","1,291.01","1,294.74","1,294.74","1,293.73","1,304.88","1,291.04","1,292.01","1,297.60","1,289.47"
10/13/2017,"1,293.73","1,304.88","1,291.04","1,304.88","1,304.88","1,292.01","1,297.60","1,289.47","1,287.91","1,293.56","1,284.12"
10/12/2017,"1,292.01","1,297.60","1,289.47","1,293.60","1,293.60","1,287.91","1,293.56","1,284.12","1,284.35","1,294.63","1,282.29"
10/11/2017,"1,287.91","1,293.56","1,284.12","1,291.80","1,291.80","1,284.35","1,294.63","1,282.29","1,275.45","1,285.50","1,275.21"
10/10/2017,"1,284.35","1,294.63","1,282.29","1,287.85","1,287.85","1,275.45","1,285.50","1,275.21","1,269.09","1,277.18","1,260.89"
10/9/2017,"1,275.45","1,285.50","1,275.21","1,284.10","1,284.10","1,269.09","1,277.18","1,260.89","1,275.16","1,279.42","1,266.90"
10/6/2017,"1,269.09","1,277.18","1,260.89","1,276.03","1,276.03","1,275.16","1,279.42","1,266.90","1,271.64","1,282.42","1,270.85"
10/5/2017,"1,275.16","1,279.42","1,266.90","1,268.05","1,268.05","1,271.64","1,282.42","1,270.85","1,270.71","1,274.71","1,267.91"
10/4/2017,"1,271.64","1,282.42","1,270.85","1,274.69","1,274.69","1,270.71","1,274.71","1,267.91","1,279.50","1,279.61","1,270.45"
10/3/2017,"1,270.71","1,274.71","1,267.91","1,271.75","1,271.75","1,279.50","1,279.61","1,270.45","1,286.91","1,290.47","1,278.24"
10/2/2017,"1,279.50","1,279.61","1,270.45","1,271.12","1,271.12","1,286.91","1,290.47","1,278.24","1,281.11","1,289.00","1,277.64"
9/29/2017,"1,286.91","1,290.47","1,278.24","1,279.45","1,279.45","1,281.11","1,289.00","1,277.64","1,293.61","1,296.54","1,281.12"
9/28/2017,"1,281.11","1,289.00","1,277.64","1,287.30","1,287.30","1,293.61","1,296.54","1,281.12","1,309.90","1,313.92","1,293.04"
9/27/2017,"1,293.61","1,296.54","1,281.12","1,281.12","1,281.12","1,309.90","1,313.92","1,293.04","1,297.67","1,311.90","1,290.63"
9/26/2017,"1,309.90","1,313.92","1,293.04","1,293.89","1,293.89","1,297.67","1,311.90","1,290.63","1,291.30","1,299.14","1,291.30"
9/25/2017,"1,297.67","1,311.90","1,290.63","1,310.55","1,310.55","1,291.30","1,299.14","1,291.30","1,301.02","1,302.07","1,287.99"
9/22/2017,"1,291.30","1,299.14","1,291.30","1,297.38","1,297.38","1,301.02","1,302.07","1,287.99","1,310.94","1,316.25","1,295.96"
9/21/2017,"1,301.02","1,302.07","1,287.99","1,291.39","1,291.39","1,310.94","1,316.25","1,295.96","1,307.30","1,311.78","1,304.98"
9/20/2017,"1,310.94","1,316.25","1,295.96","1,301.15","1,301.15","1,307.30","1,311.78","1,304.98","1,320.50","1,320.50","1,305.03"
9/19/2017,"1,307.30","1,311.78","1,304.98","1,311.28","1,311.28","1,320.50","1,320.50","1,305.03","1,329.83","1,334.76","1,319.62"
9/18/2017,"1,320.50","1,320.50","1,305.03","1,307.57","1,307.57","1,329.83","1,334.76","1,319.62","1,323.56","1,330.69","1,316.11"
9/15/2017,"1,329.83","1,334.76","1,319.62","1,319.62","1,319.62","1,323.56","1,330.69","1,316.11","1,331.95","1,335.05","1,320.91"
9/14/2017,"1,323.56","1,330.69","1,316.11","1,329.83","1,329.83","1,331.95","1,335.05","1,320.91","1,327.86","1,332.43","1,322.55"
9/13/2017,"1,331.95","1,335.05","1,320.91","1,323.25","1,323.25","1,327.86","1,332.43","1,322.55","1,337.45","1,340.36","1,326.36"
9/12/2017,"1,327.86","1,332.43","1,322.55","1,331.94","1,331.94","1,337.45","1,340.36","1,326.36","1,348.83","1,357.94","1,343.00"
9/11/2017,"1,337.45","1,340.36","1,326.36","1,327.32","1,327.32","1,348.83","1,357.94","1,343.00","1,334.27","1,350.27","1,332.60"
9/8/2017,"1,348.83","1,357.94","1,343.00","1,346.71","1,346.71","1,334.27","1,350.27","1,332.60","1,339.55","1,342.84","1,331.66"
9/7/2017,"1,334.27","1,350.27","1,332.60","1,349.20","1,349.20","1,339.55","1,342.84","1,331.66","1,335.07","1,345.18","1,327.96"
9/6/2017,"1,339.55","1,342.84","1,331.66","1,334.14","1,334.14","1,335.07","1,345.18","1,327.96","1,334.38","1,339.85","1,331.92"
9/5/2017,"1,335.07","1,345.18","1,327.96","1,339.33","1,339.33","1,334.38","1,339.85","1,331.92","1,321.80","1,329.20","1,316.65"
9/4/2017,"1,334.38","1,339.85","1,331.92","1,334.67","1,334.67","1,321.80","1,329.20","1,316.65","1,308.80","1,324.11","1,300.82"
9/1/2017,"1,321.80","1,329.20","1,316.65","1,324.97","1,324.97","1,308.80","1,324.11","1,300.82","1,309.26","1,313.87","1,305.26"
8/31/2017,"1,308.80","1,324.11","1,300.82","1,322.07","1,322.07","1,309.26","1,313.87","1,305.26","1,317.75","1,326.14","1,304.93"
8/30/2017,"1,309.26","1,313.87","1,305.26","1,308.76","1,308.76","1,317.75","1,326.14","1,304.93","1,292.76","1,312.99","1,292.49"
8/29/2017,"1,317.75","1,326.14","1,304.93","1,309.50","1,309.50","1,292.76","1,312.99","1,292.49","1,285.91","1,294.14","1,278.66"
8/28/2017,"1,292.76","1,312.99","1,292.49","1,310.49","1,310.49","1,285.91","1,294.14","1,278.66","1,289.98","1,291.30","1,284.55"
8/25/2017,"1,285.91","1,294.14","1,278.66","1,291.15","1,291.15","1,289.98","1,291.30","1,284.55","1,285.56","1,292.03","1,283.09"
8/24/2017,"1,289.98","1,291.30","1,284.55","1,286.33","1,286.33","1,285.56","1,292.03","1,283.09","1,291.18","1,292.69","1,282.11"
8/23/2017,"1,285.56","1,292.03","1,283.09","1,290.62","1,290.62","1,291.18","1,292.69","1,282.11","1,283.60","1,293.58","1,280.60"
8/22/2017,"1,291.18","1,292.69","1,282.11","1,284.72","1,284.72","1,283.60","1,293.58","1,280.60","1,288.20","1,301.20","1,283.64"
8/21/2017,"1,283.60","1,293.58","1,280.60","1,291.22","1,291.22","1,288.20","1,301.20","1,283.64","1,283.61","1,290.47","1,282.20"
8/18/2017,"1,288.20","1,301.20","1,283.64","1,284.50","1,284.50","1,283.61","1,290.47","1,282.20","1,271.87","1,284.29","1,268.19"
8/17/2017,"1,283.61","1,290.47","1,282.20","1,288.01","1,288.01","1,271.87","1,284.29","1,268.19","1,282.36","1,282.77","1,267.98"
8/16/2017,"1,271.87","1,284.29","1,268.19","1,283.10","1,283.10","1,282.36","1,282.77","1,267.98","1,289.09","1,289.82","1,278.12"
8/15/2017,"1,282.36","1,282.77","1,267.98","1,272.13","1,272.13","1,289.09","1,289.82","1,278.12","1,286.45","1,292.26","1,281.55"
8/14/2017,"1,289.09","1,289.82","1,278.12","1,281.95","1,281.95","1,286.45","1,292.26","1,281.55","1,277.56","1,288.63","1,274.85"
8/11/2017,"1,286.45","1,292.26","1,281.55","1,289.21","1,289.21","1,277.56","1,288.63","1,274.85","1,261.41","1,279.06","1,260.96"
8/10/2017,"1,277.56","1,288.63","1,274.85","1,286.90","1,286.90","1,261.41","1,279.06","1,260.96","1,257.61","1,265.70","1,251.41"
8/9/2017,"1,261.41","1,279.06","1,260.96","1,277.55","1,277.55","1,257.61","1,265.70","1,251.41","1,259.03","1,260.38","1,255.68"
8/8/2017,"1,257.61","1,265.70","1,251.41","1,260.64","1,260.64","1,259.03","1,260.38","1,255.68","1,269.01","1,270.94","1,254.75"
8/7/2017,"1,259.03","1,260.38","1,255.68","1,257.69","1,257.69","1,269.01","1,270.94","1,254.75","1,266.46","1,271.37","1,258.70"
8/4/2017,"1,269.01","1,270.94","1,254.75","1,258.60","1,258.60","1,266.46","1,271.37","1,258.70","1,268.80","1,273.34","1,263.18"
8/3/2017,"1,266.46","1,271.37","1,258.70","1,268.65","1,268.65","1,268.80","1,273.34","1,263.18","1,268.80","1,274.47","1,264.05"
8/2/2017,"1,268.80","1,273.34","1,263.18","1,266.70","1,266.70","1,268.80","1,274.47","1,264.05","1,270.16","1,271.48","1,265.93"
8/1/2017,"1,268.80","1,274.47","1,264.05","1,269.05","1,269.05","1,270.16","1,271.48","1,265.93","1,259.36","1,271.34","1,257.45"
7/31/2017,"1,270.16","1,271.48","1,265.93","1,269.55","1,269.55","1,259.36","1,271.34","1,257.45","1,260.50","1,265.49","1,254.52"
7/28/2017,"1,259.36","1,271.34","1,257.45","1,269.25","1,269.25","1,260.50","1,265.49","1,254.52","1,250.00","1,263.92","1,243.91"
7/27/2017,"1,260.50","1,265.49","1,254.52","1,259.00","1,259.00","1,250.00","1,263.92","1,243.91","1,254.77","1,258.18","1,249.01"
7/26/2017,"1,250.00","1,263.92","1,243.91","1,261.10","1,261.10","1,254.77","1,258.18","1,249.01","1,255.66","1,259.18","1,251.78"
7/25/2017,"1,254.77","1,258.18","1,249.01","1,249.05","1,249.05","1,255.66","1,259.18","1,251.78","1,244.16","1,256.30","1,243.35"
7/24/2017,"1,255.66","1,259.18","1,251.78","1,255.24","1,255.24","1,244.16","1,256.30","1,243.35","1,241.03","1,247.98","1,235.24"
7/21/2017,"1,244.16","1,256.30","1,243.35","1,254.90","1,254.90","1,241.03","1,247.98","1,235.24","1,242.58","1,244.48","1,236.05"
7/20/2017,"1,241.03","1,247.98","1,235.24","1,244.74","1,244.74","1,242.58","1,244.48","1,236.05","1,233.84","1,245.06","1,233.01"
7/19/2017,"1,242.58","1,244.48","1,236.05","1,240.87","1,240.87","1,233.84","1,245.06","1,233.01","1,228.60","1,236.44","1,228.30"
7/18/2017,"1,233.84","1,245.06","1,233.01","1,242.46","1,242.46","1,228.60","1,236.44","1,228.30","1,216.63","1,233.16","1,214.95"
7/17/2017,"1,228.60","1,236.44","1,228.30","1,234.40","1,234.40","1,216.63","1,233.16","1,214.95","1,220.21","1,224.92","1,216.63"
7/14/2017,"1,216.63","1,233.16","1,214.95","1,228.98","1,228.98","1,220.21","1,224.92","1,216.63","1,217.95","1,226.10","1,214.51"
7/13/2017,"1,220.21","1,224.92","1,216.63","1,217.45","1,217.45","1,217.95","1,226.10","1,214.51","1,214.59","1,217.79","1,207.89"
7/12/2017,"1,217.95","1,226.10","1,214.51","1,220.00","1,220.00","1,214.59","1,217.79","1,207.89","1,213.70","1,215.60","1,204.85"
7/11/2017,"1,214.59","1,217.79","1,207.89","1,217.69","1,217.69","1,213.70","1,215.60","1,204.85","1,224.39","1,227.20","1,207.25"
7/10/2017,"1,213.70","1,215.60","1,204.85","1,214.35","1,214.35","1,224.39","1,227.20","1,207.25","1,227.06","1,229.57","1,222.56"
7/7/2017,"1,224.39","1,227.20","1,207.25","1,212.90","1,212.90","1,227.06","1,229.57","1,222.56","1,223.55","1,229.34","1,217.64"
7/6/2017,"1,227.06","1,229.57","1,222.56","1,225.15","1,225.15","1,223.55","1,229.34","1,217.64","1,221.94","1,226.74","1,220.69"
7/5/2017,"1,223.55","1,229.34","1,217.64","1,226.95","1,226.95","1,221.94","1,226.74","1,220.69","1,241.46","1,242.83","1,218.41"
7/4/2017,"1,221.94","1,226.74","1,220.69","1,223.97","1,223.97","1,241.46","1,242.83","1,218.41","1,244.82","1,248.59","1,239.70"
7/3/2017,"1,241.46","1,242.83","1,218.41","1,220.46","1,220.46","1,244.82","1,248.59","1,239.70","1,249.18","1,253.71","1,239.66"
6/30/2017,"1,244.82","1,248.59","1,239.70","1,241.60","1,241.60","1,249.18","1,253.71","1,239.66","1,247.37","1,255.11","1,247.37"
6/29/2017,"1,249.18","1,253.71","1,239.66","1,245.74","1,245.74","1,247.37","1,255.11","1,247.37","1,243.65","1,253.13","1,241.12"
6/28/2017,"1,247.37","1,255.11","1,247.37","1,249.32","1,249.32","1,243.65","1,253.13","1,241.12","1,258.13","1,258.54","1,236.96"
6/27/2017,"1,243.65","1,253.13","1,241.12","1,247.10","1,247.10","1,258.13","1,258.54","1,236.96","1,250.00","1,259.31","1,249.74"
6/26/2017,"1,258.13","1,258.54","1,236.96","1,244.45","1,244.45","1,250.00","1,259.31","1,249.74","1,245.55","1,255.05","1,245.55"
6/23/2017,"1,250.00","1,259.31","1,249.74","1,256.90","1,256.90","1,245.55","1,255.05","1,245.55","1,243.16","1,248.31","1,241.25"
6/22/2017,"1,245.55","1,255.05","1,245.55","1,250.62","1,250.62","1,243.16","1,248.31","1,241.25","1,244.04","1,248.38","1,241.38"
6/21/2017,"1,243.16","1,248.31","1,241.25","1,246.55","1,246.55","1,244.04","1,248.38","1,241.38","1,254.00","1,256.12","1,243.22"
6/20/2017,"1,244.04","1,248.38","1,241.38","1,243.19","1,243.19","1,254.00","1,256.12","1,243.22","1,254.36","1,257.63","1,251.55"
6/19/2017,"1,254.00","1,256.12","1,243.22","1,243.25","1,243.25","1,254.36","1,257.63","1,251.55","1,260.70","1,267.04","1,251.68"
6/16/2017,"1,254.36","1,257.63","1,251.55","1,253.63","1,253.63","1,260.70","1,267.04","1,251.68","1,266.28","1,279.87","1,257.15"
6/15/2017,"1,260.70","1,267.04","1,251.68","1,254.00","1,254.00","1,266.28","1,279.87","1,257.15","1,264.75","1,269.42","1,259.66"
6/14/2017,"1,266.28","1,279.87","1,257.15","1,261.18","1,261.18","1,264.75","1,269.42","1,259.66","1,267.42","1,271.01","1,263.95"
6/13/2017,"1,264.75","1,269.42","1,259.66","1,265.85","1,265.85","1,267.42","1,271.01","1,263.95","1,279.29","1,281.30","1,264.74"
6/12/2017,"1,267.42","1,271.01","1,263.95","1,265.74","1,265.74","1,279.29","1,281.30","1,264.74","1,287.45","1,289.34","1,271.49"
6/9/2017,"1,279.29","1,281.30","1,264.74","1,266.40","1,266.40","1,287.45","1,289.34","1,271.49","1,294.39","1,295.28","1,283.00"
6/8/2017,"1,287.45","1,289.34","1,271.49","1,278.90","1,278.90","1,294.39","1,295.28","1,283.00","1,280.26","1,296.47","1,279.44"
6/7/2017,"1,294.39","1,295.28","1,283.00","1,286.91","1,286.91","1,280.26","1,296.47","1,279.44","1,279.34","1,283.77","1,278.00"
6/6/2017,"1,280.26","1,296.47","1,279.44","1,294.00","1,294.00","1,279.34","1,283.77","1,278.00","1,266.11","1,279.98","1,259.00"
6/5/2017,"1,279.34","1,283.77","1,278.00","1,279.95","1,279.95","1,266.11","1,279.98","1,259.00","1,268.89","1,270.72","1,261.49"
6/2/2017,"1,266.11","1,279.98","1,259.00","1,279.98","1,279.98","1,268.89","1,270.72","1,261.49","1,263.05","1,274.24","1,259.26"
6/1/2017,"1,268.89","1,270.72","1,261.49","1,265.64","1,265.64","1,263.05","1,274.24","1,259.26","1,267.24","1,270.86","1,259.39"
5/31/2017,"1,263.05","1,274.24","1,259.26","1,268.59","1,268.59","1,267.24","1,270.86","1,259.39","1,267.47","1,269.12","1,265.12"
5/30/2017,"1,267.24","1,270.86","1,259.39","1,263.10","1,263.10","1,267.47","1,269.12","1,265.12","1,255.60","1,269.88","1,252.88"
5/29/2017,"1,267.47","1,269.12","1,265.12","1,266.97","1,266.97","1,255.60","1,269.88","1,252.88","1,258.49","1,260.08","1,253.89"
5/26/2017,"1,255.60","1,269.88","1,252.88","1,267.05","1,267.05","1,258.49","1,260.08","1,253.89","1,251.26","1,259.37","1,247.70"
5/25/2017,"1,258.49","1,260.08","1,253.89","1,255.76","1,255.76","1,251.26","1,259.37","1,247.70","1,260.13","1,264.18","1,250.46"
5/24/2017,"1,251.26","1,259.37","1,247.70","1,258.55","1,258.55","1,260.13","1,264.18","1,250.46","1,256.10","1,263.00","1,251.61"
5/23/2017,"1,260.13","1,264.18","1,250.46","1,251.16","1,251.16","1,256.10","1,263.00","1,251.61","1,246.67","1,256.98","1,246.61"
5/22/2017,"1,256.10","1,263.00","1,251.61","1,260.46","1,260.46","1,246.67","1,256.98","1,246.61","1,261.56","1,265.54","1,245.90"
5/19/2017,"1,246.67","1,256.98","1,246.61","1,255.55","1,255.55","1,261.56","1,265.54","1,245.90","1,237.31","1,261.55","1,236.30"
5/18/2017,"1,261.56","1,265.54","1,245.90","1,247.05","1,247.05","1,237.31","1,261.55","1,236.30","1,231.46","1,239.50","1,230.51"
5/17/2017,"1,237.31","1,261.55","1,236.30","1,260.74","1,260.74","1,231.46","1,239.50","1,230.51","1,228.40","1,237.76","1,227.20"
5/16/2017,"1,231.46","1,239.50","1,230.51","1,236.80","1,236.80","1,228.40","1,237.76","1,227.20","1,225.41","1,232.26","1,224.55"
5/15/2017,"1,228.40","1,237.76","1,227.20","1,230.71","1,230.71","1,225.41","1,232.26","1,224.55","1,218.74","1,228.20","1,217.81"
5/12/2017,"1,225.41","1,232.26","1,224.55","1,228.83","1,228.83","1,218.74","1,228.20","1,217.81","1,221.42","1,226.15","1,217.49"
5/11/2017,"1,218.74","1,228.20","1,217.81","1,224.85","1,224.85","1,221.42","1,226.15","1,217.49","1,226.12","1,229.01","1,214.21"
5/10/2017,"1,221.42","1,226.15","1,217.49","1,219.15","1,219.15","1,226.12","1,229.01","1,214.21","1,225.67","1,237.10","1,225.36"
5/9/2017,"1,226.12","1,229.01","1,214.21","1,221.30","1,221.30","1,225.67","1,237.10","1,225.36","1,227.93","1,235.79","1,225.83"
5/8/2017,"1,225.67","1,237.10","1,225.36","1,226.30","1,226.30","1,227.93","1,235.79","1,225.83","1,238.66","1,241.77","1,225.70"
5/5/2017,"1,227.93","1,235.79","1,225.83","1,227.74","1,227.74","1,238.66","1,241.77","1,225.70","1,256.71","1,257.29","1,236.41"
5/4/2017,"1,238.66","1,241.77","1,225.70","1,227.75","1,227.75","1,256.71","1,257.29","1,236.41","1,256.51","1,257.89","1,251.48"
5/3/2017,"1,256.71","1,257.29","1,236.41","1,238.38","1,238.38","1,256.51","1,257.89","1,251.48","1,268.60","1,271.60","1,254.16"
5/2/2017,"1,256.51","1,257.89","1,251.48","1,256.90","1,256.90","1,268.60","1,271.60","1,254.16","1,264.26","1,269.08","1,263.30"
5/1/2017,"1,268.60","1,271.60","1,254.16","1,256.80","1,256.80","1,264.26","1,269.08","1,263.30","1,268.80","1,270.53","1,261.61"
4/28/2017,"1,264.26","1,269.08","1,263.30","1,268.15","1,268.15","1,268.80","1,270.53","1,261.61","1,264.41","1,271.10","1,260.30"
4/27/2017,"1,268.80","1,270.53","1,261.61","1,264.60","1,264.60","1,264.41","1,271.10","1,260.30","1,276.96","1,278.57","1,261.81"
4/26/2017,"1,264.41","1,271.10","1,260.30","1,269.05","1,269.05","1,276.96","1,278.57","1,261.81","1,269.88","1,277.48","1,266.01"
4/25/2017,"1,276.96","1,278.57","1,261.81","1,263.76","1,263.76","1,269.88","1,277.48","1,266.01","1,281.96","1,288.67","1,278.43"
4/24/2017,"1,269.88","1,277.48","1,266.01","1,275.30","1,275.30","1,281.96","1,288.67","1,278.43","1,280.06","1,283.79","1,276.74"
4/21/2017,"1,281.96","1,288.67","1,278.43","1,284.50","1,284.50","1,280.06","1,283.79","1,276.74","1,290.21","1,291.51","1,276.48"
4/20/2017,"1,280.06","1,283.79","1,276.74","1,281.85","1,281.85","1,290.21","1,291.51","1,276.48","1,284.94","1,292.70","1,279.40"
4/19/2017,"1,290.21","1,291.51","1,276.48","1,279.66","1,279.66","1,284.94","1,292.70","1,279.40","1,292.96","1,295.92","1,281.61"
4/18/2017,"1,284.94","1,292.70","1,279.40","1,289.64","1,289.64","1,292.96","1,295.92","1,281.61","1,287.35","1,288.75","1,285.31"
4/17/2017,"1,292.96","1,295.92","1,281.61","1,284.80","1,284.80","1,287.35","1,288.75","1,285.31","1,285.54","1,289.03","1,281.74"
4/14/2017,"1,287.35","1,288.75","1,285.31","1,285.69","1,285.69","1,285.54","1,289.03","1,281.74","1,274.51","1,287.29","1,272.42"
4/13/2017,"1,285.54","1,289.03","1,281.74","1,287.74","1,287.74","1,274.51","1,287.29","1,272.42","1,255.23","1,275.55","1,253.29"
4/12/2017,"1,274.51","1,287.29","1,272.42","1,286.60","1,286.60","1,255.23","1,275.55","1,253.29","1,254.26","1,257.70","1,247.50"
4/11/2017,"1,255.23","1,275.55","1,253.29","1,274.44","1,274.44","1,254.26","1,257.70","1,247.50","1,252.11","1,270.96","1,250.80"
4/10/2017,"1,254.26","1,257.70","1,247.50","1,254.73","1,254.73","1,252.11","1,270.96","1,250.80","1,256.40","1,259.46","1,249.85"
4/7/2017,"1,252.11","1,270.96","1,250.80","1,254.05","1,254.05","1,256.40","1,259.46","1,249.85","1,255.73","1,257.78","1,243.85"
4/6/2017,"1,256.40","1,259.46","1,249.85","1,251.80","1,251.80","1,255.73","1,257.78","1,243.85","1,255.46","1,261.90","1,254.46"
4/5/2017,"1,255.73","1,257.78","1,243.85","1,255.30","1,255.30","1,255.46","1,261.90","1,254.46","1,248.40","1,254.20","1,244.55"
4/4/2017,"1,255.46","1,261.90","1,254.46","1,256.22","1,256.22","1,248.40","1,254.20","1,244.55","1,242.83","1,251.11","1,240.05"
4/3/2017,"1,248.40","1,254.20","1,244.55","1,253.35","1,253.35","1,242.83","1,251.11","1,240.05","1,253.10","1,254.20","1,242.61"
3/31/2017,"1,242.83","1,251.11","1,240.05","1,249.13","1,249.13","1,253.10","1,254.20","1,242.61","1,251.64","1,255.16","1,247.25"
3/30/2017,"1,253.10","1,254.20","1,242.61","1,243.30","1,243.30","1,251.64","1,255.16","1,247.25","1,253.82","1,258.46","1,247.52"
3/29/2017,"1,251.64","1,255.16","1,247.25","1,252.45","1,252.45","1,253.82","1,258.46","1,247.52","1,248.01","1,261.53","1,247.69"
3/28/2017,"1,253.82","1,258.46","1,247.52","1,251.63","1,251.63","1,248.01","1,261.53","1,247.69","1,244.88","1,252.28","1,240.72"
3/27/2017,"1,248.01","1,261.53","1,247.69","1,254.30","1,254.30","1,244.88","1,252.28","1,240.72","1,248.86","1,253.62","1,242.84"
3/24/2017,"1,244.88","1,252.28","1,240.72","1,244.17","1,244.17","1,248.86","1,253.62","1,242.84","1,244.15","1,251.76","1,243.89"
3/23/2017,"1,248.86","1,253.62","1,242.84","1,245.30","1,245.30","1,244.15","1,251.76","1,243.89","1,233.78","1,248.10","1,226.82"
3/22/2017,"1,244.15","1,251.76","1,243.89","1,249.35","1,249.35","1,233.78","1,248.10","1,226.82","1,229.79","1,236.25","1,229.51"
3/21/2017,"1,233.78","1,248.10","1,226.82","1,245.00","1,245.00","1,229.79","1,236.25","1,229.51","1,227.31","1,232.45","1,225.06"
3/20/2017,"1,229.79","1,236.25","1,229.51","1,233.90","1,233.90","1,227.31","1,232.45","1,225.06","1,219.03","1,233.51","1,217.83"
3/17/2017,"1,227.31","1,232.45","1,225.06","1,229.15","1,229.15","1,219.03","1,233.51","1,217.83","1,199.11","1,222.66","1,197.93"
3/16/2017,"1,219.03","1,233.51","1,217.83","1,226.78","1,226.78","1,199.11","1,222.66","1,197.93","1,204.25","1,208.38","1,197.54"
3/15/2017,"1,199.11","1,222.66","1,197.93","1,219.40","1,219.40","1,204.25","1,208.38","1,197.54","1,205.43","1,211.66","1,202.47"
3/14/2017,"1,204.25","1,208.38","1,197.54","1,199.08","1,199.08","1,205.43","1,211.66","1,202.47","1,200.80","1,206.43","1,194.62"
3/13/2017,"1,205.43","1,211.66","1,202.47","1,204.05","1,204.05","1,200.80","1,206.43","1,194.62","1,207.63","1,209.17","1,199.12"
3/10/2017,"1,200.80","1,206.43","1,194.62","1,204.55","1,204.55","1,207.63","1,209.17","1,199.12","1,215.65","1,218.68","1,206.13"
3/9/2017,"1,207.63","1,209.17","1,199.12","1,200.83","1,200.83","1,215.65","1,218.68","1,206.13","1,225.62","1,227.25","1,213.67"
3/8/2017,"1,215.65","1,218.68","1,206.13","1,207.58","1,207.58","1,225.62","1,227.25","1,213.67","1,232.81","1,237.17","1,224.65"
3/7/2017,"1,225.62","1,227.25","1,213.67","1,215.67","1,215.67","1,232.81","1,237.17","1,224.65","1,234.80","1,236.28","1,222.59"
3/6/2017,"1,232.81","1,237.17","1,224.65","1,225.96","1,225.96","1,234.80","1,236.28","1,222.59","1,249.44","1,250.36","1,231.16"
